Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035780.1:2834603-2834603	NC_035780.1	2834603	2834603		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	1735	1.0	1.0	1.0	1.0
ChrNC_035780.1:2834829-2834829	NC_035780.1	2834829	2834829		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	1509	1.0	1.0	1.0	1.0
ChrNC_035780.1:2835907-2835907	NC_035780.1	2835907	2835907		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	431	1.0	1.0	1.0	1.0
ChrNC_035780.1:2835925-2835925	NC_035780.1	2835925	2835925		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	413	1.0	1.0	1.0	1.0
ChrNC_035780.1:2835955-2835955	NC_035780.1	2835955	2835955		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	downstream	383	1.0	1.0	1.0	1.0
ChrNC_035780.1:2838438-2838438	NC_035780.1	2838438	2838438		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2838439-2838439	NC_035780.1	2838439	2838439		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2838487-2838487	NC_035780.1	2838487	2838487		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:2838585-2838585	NC_035780.1	2838585	2838585		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	17	1.0	1.0	1.0	1.0
ChrNC_035780.1:2841200-2841200	NC_035780.1	2841200	2841200		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	2632	1.0	1.0	1.0	1.0
ChrNC_035780.1:2841491-2841491	NC_035780.1	2841491	2841491		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	2923	1.0	1.0	1.0	1.0
ChrNC_035780.1:3400292-3400292	NC_035780.1	3400292	3400292		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3400379-3400379	NC_035780.1	3400379	3400379		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3400405-3400405	NC_035780.1	3400405	3400405		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3401365-3401365	NC_035780.1	3401365	3401365		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3401377-3401377	NC_035780.1	3401377	3401377		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3401469-3401469	NC_035780.1	3401469	3401469		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3401516-3401516	NC_035780.1	3401516	3401516		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3403195-3403195	NC_035780.1	3403195	3403195		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:3403262-3403262	NC_035780.1	3403262	3403262		gene-NC_035780.1:3399989..3408434	gene-NC_035780.1:3399989..3408434	gene.82409730	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8090234-8090234	NC_035780.1	8090234	8090234		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	136	1.0	1.0	1.0	1.0
ChrNC_035780.1:8090324-8090324	NC_035780.1	8090324	8090324		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	upstream	46	1.0	1.0	1.0	1.0
ChrNC_035780.1:8090377-8090377	NC_035780.1	8090377	8090377		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092240-8092240	NC_035780.1	8092240	8092240		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092289-8092289	NC_035780.1	8092289	8092289		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092641-8092641	NC_035780.1	8092641	8092641		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092675-8092675	NC_035780.1	8092675	8092675		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092679-8092679	NC_035780.1	8092679	8092679		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092683-8092683	NC_035780.1	8092683	8092683		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
