Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035780.1:2839047-2839047	NC_035780.1	2839047	2839047		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	479	1.0	1.0	1.0	1.0
ChrNC_035780.1:2840113-2840113	NC_035780.1	2840113	2840113		gene-NC_035780.1:2836338..2838568	gene-NC_035780.1:2836338..2838568	gene.11197749316	+	gene	upstream	1545	1.0	1.0	1.0	1.0
ChrNC_035780.1:30880736-30880736	NC_035780.1	30880736	30880736		gene-NC_035780.1:30880243..30882534	gene-NC_035780.1:30880243..30882534	gene.65252610	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:31458527-31458527	NC_035780.1	31458527	31458527		gene-NC_035780.1:31453788..31455103	gene-NC_035780.1:31453788..31455103	gene.70924674	+	gene	upstream	3424	1.0	1.0	1.0	1.0
ChrNC_035780.1:37913931-37913931	NC_035780.1	37913931	37913931		gene-NC_035780.1:37911596..37930653	gene-NC_035780.1:37911596..37930653	gene.9921633668	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:37913962-37913962	NC_035780.1	37913962	37913962		gene-NC_035780.1:37911596..37930653	gene-NC_035780.1:37911596..37930653	gene.9921633668	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:37913980-37913980	NC_035780.1	37913980	37913980		gene-NC_035780.1:37911596..37930653	gene-NC_035780.1:37911596..37930653	gene.9921633668	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:37913981-37913981	NC_035780.1	37913981	37913981		gene-NC_035780.1:37911596..37930653	gene-NC_035780.1:37911596..37930653	gene.9921633668	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:37914976-37914976	NC_035780.1	37914976	37914976		gene-NC_035780.1:37911596..37930653	gene-NC_035780.1:37911596..37930653	gene.9921633668	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:37914981-37914981	NC_035780.1	37914981	37914981		gene-NC_035780.1:37911596..37930653	gene-NC_035780.1:37911596..37930653	gene.9921633668	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:39898717-39898717	NC_035780.1	39898717	39898717		gene-NC_035780.1:39897393..39946457	gene-NC_035780.1:39897393..39946457	gene.8528083940	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:39898720-39898720	NC_035780.1	39898720	39898720		gene-NC_035780.1:39897393..39946457	gene-NC_035780.1:39897393..39946457	gene.8528083940	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:39901047-39901047	NC_035780.1	39901047	39901047		gene-NC_035780.1:39897393..39946457	gene-NC_035780.1:39897393..39946457	gene.8528083940	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:47924032-47924032	NC_035780.1	47924032	47924032		gene-NC_035780.1:47923686..47925768	gene-NC_035780.1:47923686..47925768	gene.94315666	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:58672714-58672714	NC_035780.1	58672714	58672714		gene-NC_035780.1:58671839..58675618	gene-NC_035780.1:58671839..58675618	gene.10931412548	+	gene	overlapping	0	1.0	1.0	1.0	1.0
