Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	SL1-SE_exact_rc_pop9_edit6_forSeqmonk	VB2-SE_exact_rc_pop9_edit6_forSeqmonk	VB3-SE_exact_rc_pop9_edit6 _forSeqmonk	VB3_R2-SE_exact_rc_pop9_edit6_forSeqmonk
ChrNC_035780.1:8092641-8092641	NC_035780.1	8092641	8092641		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092683-8092683	NC_035780.1	8092683	8092683		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092864-8092864	NC_035780.1	8092864	8092864		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092867-8092867	NC_035780.1	8092867	8092867		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092868-8092868	NC_035780.1	8092868	8092868		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035780.1:8092953-8092953	NC_035780.1	8092953	8092953		gene-NC_035780.1:8090370..8098992	gene-NC_035780.1:8090370..8098992	gene.12057580196	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035781.1:4071064-4071064	NC_035781.1	4071064	4071064		gene-NC_035781.1:4071877..4076277	gene-NC_035781.1:4071877..4076277	gene.307313956	-	gene	upstream	813	1.0	1.0	1.0	1.0
ChrNC_035781.1:43577336-43577336	NC_035781.1	43577336	43577336		gene-NC_035781.1:43577474..43580261	gene-NC_035781.1:43577474..43580261	gene.1580231748	+	gene	downstream	138	1.0	1.0	1.0	1.0
ChrNC_035781.1:43577337-43577337	NC_035781.1	43577337	43577337		gene-NC_035781.1:43577474..43580261	gene-NC_035781.1:43577474..43580261	gene.1580231748	+	gene	downstream	137	1.0	1.0	1.0	1.0
ChrNC_035781.1:43577392-43577392	NC_035781.1	43577392	43577392		gene-NC_035781.1:43577474..43580261	gene-NC_035781.1:43577474..43580261	gene.1580231748	+	gene	downstream	82	1.0	1.0	1.0	1.0
ChrNC_035781.1:60561850-60561850	NC_035781.1	60561850	60561850		gene-NC_035781.1:60557777..60571440	gene-NC_035781.1:60557777..60571440	gene.84082356	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:6256124-6256124	NC_035782.1	6256124	6256124		gene-NC_035782.1:6221115..6257535	gene-NC_035782.1:6221115..6257535	gene.8133817812	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:6259252-6259252	NC_035782.1	6259252	6259252		gene-NC_035782.1:6257699..6263526	gene-NC_035782.1:6257699..6263526	gene.12653172404	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:12736052-12736052	NC_035782.1	12736052	12736052		gene-NC_035782.1:12732302..12741674	gene-NC_035782.1:12732302..12741674	gene.5692732868	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035782.1:49815026-49815026	NC_035782.1	49815026	49815026		gene-NC_035782.1:49815038..49817320	gene-NC_035782.1:49815038..49817320	gene.1838185140	+	gene	downstream	12	1.0	1.0	1.0	1.0
ChrNC_035783.1:277117-277117	NC_035783.1	277117	277117		gene-NC_035783.1:276597..281328	gene-NC_035783.1:276597..281328	gene.2297455940	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:279068-279068	NC_035783.1	279068	279068		gene-NC_035783.1:276597..281328	gene-NC_035783.1:276597..281328	gene.2297455940	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:27046290-27046290	NC_035783.1	27046290	27046290		gene-NC_035783.1:27045621..27148786	gene-NC_035783.1:27045621..27148786	gene.3914360628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:27046321-27046321	NC_035783.1	27046321	27046321		gene-NC_035783.1:27045621..27148786	gene-NC_035783.1:27045621..27148786	gene.3914360628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:27046323-27046323	NC_035783.1	27046323	27046323		gene-NC_035783.1:27045621..27148786	gene-NC_035783.1:27045621..27148786	gene.3914360628	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035783.1:29482539-29482539	NC_035783.1	29482539	29482539		gene-NC_035783.1:29477734..29486869	gene-NC_035783.1:29477734..29486869	gene.2908980	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:40500307-40500307	NC_035784.1	40500307	40500307		gene-NC_035784.1:40493126..40516045	gene-NC_035784.1:40493126..40516045	gene.2187367940	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035784.1:69826662-69826662	NC_035784.1	69826662	69826662		gene-NC_035784.1:69827389..69832262	gene-NC_035784.1:69827389..69832262	gene.10744765284	+	gene	downstream	727	1.0	1.0	1.0	1.0
ChrNC_035785.1:3380516-3380516	NC_035785.1	3380516	3380516		gene-NC_035785.1:3381821..3393815	gene-NC_035785.1:3381821..3393815	gene.9770638196	-	gene	upstream	1305	1.0	1.0	1.0	1.0
ChrNC_035785.1:8385635-8385635	NC_035785.1	8385635	8385635		gene-NC_035785.1:8386399..8407357	gene-NC_035785.1:8386399..8407357	gene.1339081076	-	gene	upstream	764	1.0	1.0	1.0	1.0
ChrNC_035785.1:15035545-15035545	NC_035785.1	15035545	15035545		gene-NC_035785.1:14833943..15198098	gene-NC_035785.1:14833943..15198098	gene.269491254	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035785.1:17656704-17656704	NC_035785.1	17656704	17656704		gene-NC_035785.1:17655746..17675440	gene-NC_035785.1:17655746..17675440	gene.1947238436	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035785.1:17660609-17660609	NC_035785.1	17660609	17660609		gene-NC_035785.1:17655746..17675440	gene-NC_035785.1:17655746..17675440	gene.1947238436	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035785.1:34366295-34366295	NC_035785.1	34366295	34366295		gene-NC_035785.1:34367230..34372278	gene-NC_035785.1:34367230..34372278	gene.80329634	-	gene	upstream	935	1.0	1.0	1.0	1.0
ChrNC_035786.1:2671176-2671176	NC_035786.1	2671176	2671176		gene-NC_035786.1:2666455..2669945	gene-NC_035786.1:2666455..2669945	gene.172120644	-	gene	downstream	1231	1.0	1.0	1.0	1.0
ChrNC_035786.1:8848115-8848115	NC_035786.1	8848115	8848115		gene-NC_035786.1:8846282..8854797	gene-NC_035786.1:8846282..8854797	gene.292648116	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035786.1:8848308-8848308	NC_035786.1	8848308	8848308		gene-NC_035786.1:8846282..8854797	gene-NC_035786.1:8846282..8854797	gene.292648116	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035786.1:8848599-8848599	NC_035786.1	8848599	8848599		gene-NC_035786.1:8846282..8854797	gene-NC_035786.1:8846282..8854797	gene.292648116	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035786.1:37050060-37050060	NC_035786.1	37050060	37050060		gene-NC_035786.1:37049099..37057622	gene-NC_035786.1:37049099..37057622	gene.82167858	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035786.1:39699032-39699032	NC_035786.1	39699032	39699032		gene-NC_035786.1:39693594..39702457	gene-NC_035786.1:39693594..39702457	gene.2211478052	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035786.1:39699930-39699930	NC_035786.1	39699930	39699930		gene-NC_035786.1:39693594..39702457	gene-NC_035786.1:39693594..39702457	gene.2211478052	+	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:21032273-21032273	NC_035787.1	21032273	21032273		gene-NC_035787.1:21028381..21038981	gene-NC_035787.1:21028381..21038981	gene.3203421700	-	gene	overlapping	0	1.0	1.0	1.0	1.0
ChrNC_035787.1:50494132-50494132	NC_035787.1	50494132	50494132		gene-NC_035787.1:50495475..50499869	gene-NC_035787.1:50495475..50499869	gene.97432930	+	gene	downstream	1343	1.0	1.0	1.0	1.0
ChrNC_035787.1:52043580-52043580	NC_035787.1	52043580	52043580		gene-NC_035787.1:52044450..52050909	gene-NC_035787.1:52044450..52050909	gene.9373231140	+	gene	downstream	870	1.0	1.0	1.0	1.0
ChrNC_035787.1:52049338-52049338	NC_035787.1	52049338	52049338		gene-NC_035787.1:52044450..52050909	gene-NC_035787.1:52044450..52050909	gene.9373231140	+	gene	overlapping	0	1.0	1.0	1.0	1.0
